0 0  0 -85.4038
0 4975.92  10 -51.388
0 4989.7  10 -51.1985
0 5003.49  10 -50.9837
0 5017.27  10 -50.7105
0 5031.05  10 -50.5528
0 5044.84  10 -50.3223
0 5058.62  10 -50.1154
0 5072.4  10 -49.9997
0 5086.19  10 -49.8395
0 5099.97  10 -49.6597
0 5113.76  10 -49.4794
0 5127.54  10 -49.4885
0 5141.32  10 -49.2517
0 5155.11  10 -48.8833
0 5168.89  10 -48.5958
0 5182.67  10 -48.6243
0 5196.46  10 -48.576
0 5210.24  10 -48.278
0 5224.03  10 -48.4709
0 5237.81  10 -48.4766
0 5251.59  10 -48.3242
0 5265.38  10 -47.6535
0 5279.16  10 -47.1396
0 5292.94  10 -47.2357
0 5306.73  10 -47.2719
0 5320.51  10 -46.9444
0 5334.29  10 -46.7935
0 5348.08  10 -46.2487
0 5361.86  10 -45.5155
0 5375.65  10 -44.872
0 5389.43  10 -44.6974
0 5403.21  10 -44.6799
0 5417  10 -44.421
0 5430.78  10 -44.7835
0 5444.56  10 -44.4528
0 5458.35  10 -42.4318
0 5472.13  10 -41.854
0 5485.92  10 -42.9004
0 5499.7  10 -42.5207
0 5513.48  10 -43.5109
0 5527.27  10 -48.015
0 5541.05  10 -53.513
0 5554.83  10 -53.2632
0 5568.62  10 -51.6623
0 5582.4  10 -49.3163
0 5596.19  10 -48.2421
0 5609.97  10 -46.846
0 5623.75  10 -46.1478
0 5637.54  10 -45.3394
0 5651.32  10 -44.8706
0 5665.1  10 -44.7847
0 5678.89  10 -44.4173
0 5692.67  10 -43.9293
0 5706.45  10 -43.5341
0 5720.24  10 -43.2727
0 5734.02  10 -43.1141
0 5747.81  10 -43.2016
0 5761.59  10 -43.4529
0 5775.37  10 -43.7271
0 5789.16  10 -44.1391
0 5802.94  10 -44.7045
0 5816.72  10 -45.477
0 5830.51  10 -46.2199
0 5844.29  10 -47.1103
0 5858.08  10 -48.0171
0 5871.86  10 -48.8728
0 5885.64  10 -49.727
0 5899.43  10 -50.5866
0 5913.21  10 -51.8266
0 5926.99  10 -52.9137
0 5940.78  10 -54.0748
0 5954.56  10 -55.0695
0 5968.35  10 -55.7371
0 5982.13  10 -56.2653
0 5995.91  10 -56.8024
0 6009.7  10 -57.2656
0 6023.48  10 -57.6157
0 6037.26  10 -57.9794
0 6051.05  10 -58.3893
0 6064.83  10 -58.929
0 6078.61  10 -59.5072
0 6092.4  10 -59.9909
0 6106.18  10 -60.7599
0 6119.97  10 -61.6671
0 6133.75  10 -62.4177
0 6147.53  10 -63.4215
0 6161.32  10 -63.949
0 6175.1  10 -64.1239
0 6188.88  10 -64.6888
0 6202.67  10 -65.4823
0 6216.45  10 -66.6411
0 6230.24  10 -67.9963
0 6244.02  10 -69.6661
0 6257.8  10 -70.9453
0 6271.59  10 -71.7822
0 6285.37  10 -72.67
0 6299.15  10 -73.8319
0 6312.94  10 -82.7599
0 6326.72  10 -74.6639
0 6340.51  10 -74.8832
0 6354.29  10 -76.1181
0 6368.07  10 -75.3662
0 6381.86  10 -76.3227
0 6395.64  10 -76.1961
0 6409.42  10 -75.7039
0 6423.21  10 -75.4761
0 6436.99  10 -75.0054
0 6450.78  10 -74.4994
0 6464.56  10 -73.4208
0 6478.34  10 -71.9592
0 6492.13  10 -70.8912
0 6505.91  10 -71.8218
0 6519.69  10 -70.8088
0 6533.48  10 -70.9399
0 6547.26  10 -71.3349
0 6561.04  10 -69.889
0 6574.83  10 -69.3576
0 6588.61  10 -69.129
0 6602.4  10 -68.6087
0 6616.18  10 -67.6947
0 6629.96  10 -66.8897
0 6643.75  10 -66.5559
0 6657.53  10 -68.221
0 6671.31  10 -66.0175
0 6685.1  10 -66.4039
0 6698.88  10 -65.9195
0 6712.67  10 -64.8383
0 6726.45  10 -64.5957
0 6740.23  10 -64.9994
0 6754.02  10 -65.6629
0 6767.8  10 -67.5514
0 6781.58  10 -69.0264
0 6795.37  10 -69.169
0 6809.15  10 -69.0022
0 6822.94  10 -68.1735
0 6836.72  10 -67.1632
0 6850.5  10 -66.5758
0 6864.29  10 -66.1263
0 6878.07  10 -65.8338
0 6891.85  10 -65.6993
0 6905.64  10 -65.6544
0 6919.42  10 -65.6472
0 6933.2  10 -65.6515
0 6946.99  10 -65.6567
0 6960.77  10 -65.679
0 6974.56  10 -65.4887
0 6988.34  10 -65.374
0 7002.12  10 -65.3029
0 7015.91  10 -65.2241
0 7029.69  10 -65.4008
0 7043.47  10 -65.3969
0 7057.26  10 -65.4236
0 7071.04  10 -65.5998
0 7084.83  10 -65.6342
0 7098.61  10 -65.5619
0 7112.39  10 -65.5058
0 7126.18  10 -65.3578
0 7139.96  10 -65.282
0 7153.74  10 -65.2525
0 7167.53  10 -65.2328
0 7181.31  10 -65.292
0 7195.1  10 -65.3434
0 7208.88  10 -65.1485
0 7222.66  10 -64.9197
0 7236.45  10 -65.093
0 7250.23  10 -64.9313
0 7264.01  10 -63.5901
0 7277.8  10 -64.7754
0 7291.58  10 -64.4306
0 7305.36  10 -64.029
0 7319.15  10 -65.1943
0 7332.93  10 -65.367
0 7346.72  10 -65.0746
0 7360.5  10 -64.78
0 7374.28  10 -64.5432
0 7388.07  10 -64.658
0 7401.85  10 -65.0577
0 7415.63  10 -65.4708
0 7429.42  10 -65.7698
0 7443.2  10 -66.1446
0 7456.99  10 -66.5213
0 7470.77  10 -66.7688
0 7484.55  10 -67.0132
0 7498.34  10 -67.3063
0 7512.12  10 -67.6607
0 7525.9  10 -68.0889
0 7539.69  10 -68.4615
0 7553.47  10 -68.7745
0 7567.26  10 -69.0031
0 7581.04  10 -69.0969
0 7594.82  10 -69.2224
0 7608.61  10 -69.4125
0 7622.39  10 -69.7241
0 7636.17  10 -70.0399
0 7649.96  10 -70.3354
0 7663.74  10 -69.215
0 7677.53  10 -68.7419
0 7691.31  10 -68.1765
0 7705.09  10 -68.719
0 7718.88  10 -67.9196
0 7732.66  10 -68.8124
0 7746.44  10 -68.3112
0 7760.23  10 -69.2038
0 7774.01  10 -69.876
0 7787.79  10 -69.693
0 7801.58  10 -69.4472
0 7815.36  10 -69.2937
0 7829.15  10 -69.2545
0 7842.93  10 -69.3248
0 7856.71  10 -69.4474
0 7870.5  10 -69.5717
0 7884.28  10 -69.7112
0 7898.06  10 -69.8728
0 7911.85  10 -70.0032
0 7925.63  10 -70.0351
0 0  11 -62.2507
0 13.7837  11 -62.1499
0 27.5674  11 -62.0455
0 41.3511  11 -61.9231
0 55.1348  11 -61.7972
0 68.9185  11 -61.6903
0 82.7022  11 -61.595
0 96.486  11 -61.486
0 110.27  11 -61.3841
0 124.053  11 -61.2721
0 137.837  11 -61.1327
0 151.621  11 -60.9917
0 165.404  11 -60.8658
0 179.188  11 -60.7622
0 192.972  11 -60.7226
0 206.756  11 -60.7313
0 220.539  11 -60.7204
0 234.323  11 -60.706
0 248.107  11 -60.6771
0 261.89  11 -60.5962
0 275.674  11 -60.4335
0 289.458  11 -60.283
0 303.242  11 -60.2059
0 317.025  11 -60.1641
0 330.809  11 -60.2236
0 344.593  11 -60.3792
0 358.376  11 -60.5843
0 372.16  11 -60.565
0 385.944  11 -60.5157
0 399.728  11 -60.2221
0 413.511  11 -60.1424
0 427.295  11 -60.0605
0 441.079  11 -59.9839
0 454.862  11 -59.9169
0 468.646  11 -59.8647
0 482.43  11 -59.8411
0 496.213  11 -59.8438
0 509.997  11 -59.8471
0 523.781  11 -59.8413
0 537.565  11 -59.8293
0 551.348  11 -59.8208
0 565.132  11 -59.8442
0 578.916  11 -59.884
0 592.699  11 -59.9746
0 606.483  11 -60.0687
0 620.267  11 -60.1166
0 634.051  11 -60.1656
0 647.834  11 -60.2523
0 661.618  11 -60.2924
0 675.402  11 -60.328
0 689.185  11 -60.4156
0 702.969  11 -60.5524
0 716.753  11 -60.6085
0 730.536  11 -60.6896
0 744.32  11 -60.7969
0 758.104  11 -60.9097
0 771.888  11 -60.9913
0 785.671  11 -61.0625
0 799.455  11 -61.0848
0 813.239  11 -61.179
0 827.022  11 -61.2482
0 840.806  11 -61.2323
0 854.59  11 -61.121
0 868.374  11 -60.9428
0 882.157  11 -60.7493
0 895.941  11 -60.936
0 909.725  11 -61.2646
0 923.508  11 -61.6203
0 937.292  11 -62.1794
0 951.076  11 -62.9317
0 964.86  11 -62.923
0 978.643  11 -62.6482
0 992.427  11 -61.7283
0 1006.21  11 -61.7763
0 1019.99  11 -61.9769
0 1033.78  11 -61.9263
0 1047.56  11 -62.7304
0 1061.35  11 -62.6622
0 1075.13  11 -62.742
0 1088.91  11 -62.8163
0 1102.7  11 -62.2519
0 1116.48  11 -62.2929
0 1130.26  11 -62.3129
0 1144.05  11 -62.3147
0 1157.83  11 -62.3275
0 1171.62  11 -62.3811
0 1185.4  11 -62.4539
0 1199.18  11 -62.567
0 1212.97  11 -62.633
0 1226.75  11 -62.6834
0 1240.53  11 -62.71
0 1254.32  11 -62.7256
0 1268.1  11 -62.7849
0 1281.88  11 -62.8463
0 1295.67  11 -62.9097
0 1309.45  11 -62.9753
0 1323.24  11 -63.0431
0 1337.02  11 -63.1131
0 1350.8  11 -63.1854
0 1364.59  11 -63.26
0 1378.37  11 -63.337
0 1392.15  11 -63.4163
0 1405.94  11 -63.4981
0 1419.72  11 -63.5823
0 1433.51  11 -63.669
0 1447.29  11 -63.7581
0 1461.07  11 -63.8497
0 1474.86  11 -63.9437
0 1488.64  11 -64.0401
0 1502.42  11 -64.1389
0 1516.21  11 -64.24
0 1529.99  11 -64.3433
0 1543.78  11 -64.4487
0 1557.56  11 -64.5559
0 1571.34  11 -64.6649
0 1585.13  11 -64.7754
0 1598.91  11 -64.8871
0 1612.69  11 -64.9997
0 1626.48  11 -65.1127
0 1640.26  11 -65.2257
0 1654.04  11 -65.3381
0 1667.83  11 -65.4493
0 1681.61  11 -65.5586
0 1695.4  11 -65.6652
0 1709.18  11 -65.7682
0 1722.96  11 -65.8666
0 1736.75  11 -65.9593
0 1750.53  11 -66.0453
0 1764.31  11 -66.1235
0 1778.1  11 -66.1928
0 1791.88  11 -66.2523
0 1805.67  11 -66.3011
0 1819.45  11 -66.339
0 1833.23  11 -66.3658
0 1847.02  11 -66.3824
0 1860.8  11 -66.3903
0 1874.58  11 -66.3921
0 1888.37  11 -66.3921
0 1902.15  11 -66.3961
0 1915.94  11 -66.4112
0 1929.72  11 -66.4453
0 1943.5  11 -66.5024
0 1957.29  11 -66.5751
0 1971.07  11 -66.6312
0 1984.85  11 -66.6405
0 1998.64  11 -66.6582
0 2012.42  11 -66.6597
0 2026.2  11 -66.5711
0 2039.99  11 -66.3605
0 2053.77  11 -66.1631
0 2067.56  11 -66.0585
0 2081.34  11 -66.0099
0 2095.12  11 -65.9452
0 2108.91  11 -65.9236
0 2122.69  11 -65.8764
0 2136.47  11 -65.8911
0 2150.26  11 -65.9396
0 2164.04  11 -65.6954
0 2177.83  11 -65.2042
0 2191.61  11 -64.5249
0 2205.39  11 -64.2523
0 2219.18  11 -64.1105
0 2232.96  11 -64.0424
0 2246.74  11 -64.1604
0 2260.53  11 -64.2381
0 2274.31  11 -64.2689
0 2288.1  11 -64.2593
0 2301.88  11 -64.2293
0 2315.66  11 -64.2332
0 2329.45  11 -64.1858
0 2343.23  11 -64.1025
0 2357.01  11 -64.074
0 2370.8  11 -64.0059
0 2384.58  11 -63.9407
0 2398.37  11 -63.9094
0 2412.15  11 -63.8699
0 2425.93  11 -63.7777
0 2439.72  11 -63.6519
0 2453.5  11 -63.4697
0 2467.28  11 -63.1668
0 2481.07  11 -62.8767
0 2494.85  11 -62.9274
0 2508.63  11 -62.965
0 2522.42  11 -63.0221
0 2536.2  11 -63.1512
0 2549.99  11 -63.5872
0 2563.77  11 -63.5917
0 2577.55  11 -63.5145
0 2591.34  11 -63.2776
0 2605.12  11 -63.4133
0 2618.9  11 -63.2286
0 2632.69  11 -63.0537
0 2646.47  11 -62.8946
0 2660.26  11 -62.5335
0 2674.04  11 -61.9773
0 2687.82  11 -61.3306
0 2701.61  11 -60.7679
0 2715.39  11 -60.4968
0 2729.17  11 -60.3066
0 2742.96  11 -60.1272
0 2756.74  11 -60.0883
0 2770.53  11 -60.0316
0 2784.31  11 -59.9543
0 2798.09  11 -59.9325
0 2811.88  11 -59.52
0 2825.66  11 -58.7126
0 2839.44  11 -57.7887
0 2853.23  11 -57.1862
0 2867.01  11 -56.7951
0 2880.79  11 -56.4763
0 2894.58  11 -56.3051
0 2908.36  11 -56.2143
0 2922.15  11 -55.9702
0 2935.93  11 -55.6076
0 2949.71  11 -55.0792
0 2963.5  11 -54.5731
0 2977.28  11 -54.0952
0 2991.06  11 -53.7752
0 3004.85  11 -52.919
0 3018.63  11 -51.5683
0 3032.42  11 -50.5064
0 3046.2  11 -49.4361
0 3059.98  11 -49.0123
0 3073.77  11 -49.1082
0 3087.55  11 -49.2998
0 3101.33  11 -49.3628
0 3115.12  11 -49.5613
0 3128.9  11 -48.9161
0 3142.69  11 -47.6632
0 3156.47  11 -46.8911
0 3170.25  11 -46.7536
0 3184.04  11 -48.0395
0 3197.82  11 -48.063
0 3211.6  11 -47.7994
0 3225.39  11 -48.4245
0 3239.17  11 -49.0478
0 3252.95  11 -47.5563
0 3266.74  11 -48.1566
0 3280.52  11 -48.1182
0 3294.31  11 -48.6837
0 3308.09  11 -48.3119
0 3321.87  11 -47.5474
0 3335.66  11 -47.1818
0 3349.44  11 -47.1784
0 3363.22  11 -54.6986
0 3377.01  11 -47.11
0 3390.79  11 -45.9255
0 3404.58  11 -47.812
0 3418.36  11 -47.6109
0 3432.14  11 -47.4591
0 3445.93  11 -47.2294
0 3459.71  11 -46.8966
0 3473.49  11 -47.0669
0 3487.28  11 -47.4753
0 3501.06  11 -48.7424
0 3514.85  11 -48.8064
0 3528.63  11 -49.1465
0 3542.41  11 -49.8217
0 3556.2  11 -49.8649
0 3569.98  11 -49.4758
0 3583.76  11 -49.1633
0 3597.55  11 -49.3244
0 3611.33  11 -48.4402
0 3625.12  11 -48.2795
0 3638.9  11 -48.2025
0 3652.68  11 -47.8665
0 3666.47  11 -46.5454
0 3680.25  11 -45.0415
0 3694.03  11 -44.0737
0 3707.82  11 -42.0549
0 3721.6  11 -40.1915
0 3735.38  11 -38.3074
0 3749.17  11 -37.2734
0 3762.95  11 -34.3028
0 3776.74  11 -30.9842
0 3790.52  11 -28.1595
0 3804.3  11 -26.4418
0 3818.09  11 -25.3242
0 3831.87  11 -24.906
0 3845.65  11 -25.327
0 3859.44  11 -25.8206
0 3873.22  11 -26.9633
0 3887.01  11 -18.4342
0 3900.79  11 -20.6551
0 3914.57  11 -20.1231
0 3928.36  11 -38.1601
0 3942.14  11 -22.5516
0 3955.92  11 -20.7551
0 3969.71  11 -32.1638
0 3983.49  11 -15.9713
0 3997.28  11 -17.679
0 4011.06  11 -13.2073
0 4024.84  11 -18.4494
0 4038.63  11 -32.4216
0 4052.41  11 -32.8556
0 4066.19  11 -30.5284
0 4079.98  11 -29.1098
0 4093.76  11 -28.7479
0 4107.54  11 -28.672
0 4121.33  11 -28.7541
0 4135.11  11 -28.9862
0 4148.9  11 -29.3551
0 4162.68  11 -29.7372
0 4176.46  11 -30.1975
0 4190.25  11 -30.6936
0 4204.03  11 -31.222
0 4217.81  11 -31.7547
0 4231.6  11 -32.2607
0 4245.38  11 -32.7511
0 4259.17  11 -33.221
0 4272.95  11 -33.6829
0 4286.73  11 -34.1204
0 4300.52  11 -34.547
0 4314.3  11 -35.0076
0 4328.08  11 -35.4408
0 4341.87  11 -35.8713
0 4355.65  11 -36.2852
0 4369.44  11 -36.7055
0 4383.22  11 -37.1098
0 4397  11 -37.502
0 4410.79  11 -37.8675
0 4424.57  11 -38.2329
0 4438.35  11 -38.5903
0 4452.14  11 -38.9598
0 4465.92  11 -39.4181
0 4479.7  11 -39.8411
0 4493.49  11 -40.2702
0 4507.27  11 -40.6469
0 4521.06  11 -41.0437
0 4534.84  11 -41.3992
0 4548.62  11 -41.7332
0 4562.41  11 -42.0872
0 4576.19  11 -42.4483
0 4589.97  11 -42.8275
0 4603.76  11 -43.2126
0 4617.54  11 -43.6194
0 4631.33  11 -44.0165
0 4645.11  11 -44.4023
0 4658.89  11 -44.7544
0 4672.68  11 -45.0955
0 4686.46  11 -45.4137
0 4700.24  11 -45.7207
0 4714.03  11 -46.0417
0 4727.81  11 -46.372
0 4741.6  11 -46.7247
0 4755.38  11 -47.0621
0 4769.16  11 -47.3975
0 4782.95  11 -47.7081
0 4796.73  11 -47.9897
0 4810.51  11 -48.9446
0 4824.3  11 -50.0913
0 4838.08  11 -50.9013
0 4851.87  11 -51.6263
0 4865.65  11 -51.516
0 4879.43  11 -51.7021
0 4893.22  11 -51.8842
0 4907  11 -51.8484
0 4920.78  11 -51.4792
0 4934.57  11 -51.2666
0 4948.35  11 -51.1514
0 4962.13  11 -51.1256
0 4975.92  11 -51.0747
0 4989.7  11 -51.0153
0 5003.49  11 -50.919
0 5017.27  11 -50.6856
0 5031.05  11 -50.3673
0 5044.84  11 -50.1682
0 5058.62  11 -50.0161
0 5072.4  11 -49.8767
0 5086.19  11 -49.8097
0 5099.97  11 -49.7093
0 5113.76  11 -49.4739
0 5127.54  11 -49.1171
0 5141.32  11 -48.9189
0 5155.11  11 -48.8879
0 5168.89  11 -48.6951
0 5182.67  11 -48.7459
0 5196.46  11 -48.6483
0 5210.24  11 -48.4145
0 5224.03  11 -47.2205
0 5237.81  11 -46.6057
0 5251.59  11 -46.4412
0 5265.38  11 -46.7449
0 5279.16  11 -47.1518
0 5292.94  11 -47.2748
0 5306.73  11 -47.1639
0 5320.51  11 -46.5233
0 5334.29  11 -45.9682
0 5348.08  11 -45.5859
0 5361.86  11 -45.5452
0 5375.65  11 -45.5543
0 5389.43  11 -45.4852
0 5403.21  11 -45.2796
0 5417  11 -44.1218
0 5430.78  11 -43.8179
0 5444.56  11 -43.4974
0 5458.35  11 -43.2671
0 5472.13  11 -42.4801
0 5485.92  11 -41.9401
0 5499.7  11 -42.1498
0 5513.48  11 -41.3238
0 5527.27  11 -42.2992
0 5541.05  11 -45.3566
0 5554.83  11 -48.8179
0 5568.62  11 -51.5937
0 5582.4  11 -52.3921
0 5596.19  11 -52.0623
0 5609.97  11 -49.3801
0 5623.75  11 -47.4173
0 5637.54  11 -46.07
0 5651.32  11 -45.1587
0 5665.1  11 -44.8135
0 5678.89  11 -44.6074
0 5692.67  11 -44.2325
0 5706.45  11 -43.7733
0 5720.24  11 -43.4523
0 5734.02  11 -43.1365
0 5747.81  11 -42.934
0 5761.59  11 -43.0258
0 5775.37  11 -43.204
0 5789.16  11 -43.4261
0 5802.94  11 -43.8013
0 5816.72  11 -44.5501
0 5830.51  11 -45.2537
0 5844.29  11 -45.981
0 5858.08  11 -46.7178
0 5871.86  11 -47.4908
0 5885.64  11 -48.2503
0 5899.43  11 -49.0353
0 5913.21  11 -50.3806
0 5926.99  11 -51.6304
0 5940.78  11 -52.7889
0 5954.56  11 -53.6316
0 5968.35  11 -54.0729
0 5982.13  11 -54.5676
0 5995.91  11 -55.0732
0 6009.7  11 -55.5327
0 6023.48  11 -55.9583
0 6037.26  11 -56.3278
0 6051.05  11 -56.7078
0 6064.83  11 -57.2041
0 6078.61  11 -57.7407
0 6092.4  11 -58.2851
0 6106.18  11 -59.2668
0 6119.97  11 -60.7901
0 6133.75  11 -61.6205
0 6147.53  11 -62.3251
0 6161.32  11 -63.0126
0 6175.1  11 -63.3787
0 6188.88  11 -63.7247
0 6202.67  11 -64.282
0 6216.45  11 -65.3908
0 6230.24  11 -66.2353
0 6244.02  11 -67.2264
0 6257.8  11 -68.4009
0 6271.59  11 -70.09
0 6285.37  11 -71.5879
0 6299.15  11 -73.1423
0 6312.94  11 -74.1437
0 6326.72  11 -76.2919
0 6340.51  11 -78.2846
0 6354.29  11 -76.4312
0 6368.07  11 -74.5615
0 6381.86  11 -73.7791
0 6395.64  11 -73.8269
0 6409.42  11 -73.7453
0 6423.21  11 -73.7213
0 6436.99  11 -73.708
0 6450.78  11 -73.5752
0 6464.56  11 -72.0449
0 6478.34  11 -71.0713
0 6492.13  11 -70.5145
0 6505.91  11 -69.9749
0 6519.69  11 -70.7729
0 6533.48  11 -70.6951
0 6547.26  11 -71.0192
0 6561.04  11 -71.2876
0 6574.83  11 -69.7446
0 6588.61  11 -68.5675
0 6602.4  11 -67.8096
0 6616.18  11 -66.4939
0 6629.96  11 -66.2046
0 6643.75  11 -65.6988
0 6657.53  11 -66.0304
0 6671.31  11 -66.7362
0 6685.1  11 -66.5996
0 6698.88  11 -66.8875
0 6712.67  11 -66.3338
0 6726.45  11 -65.0182
0 6740.23  11 -64.5648
0 6754.02  11 -64.4084
0 6767.8  11 -64.8043
0 6781.58  11 -66.0161
0 6795.37  11 -67.2379
0 6809.15  11 -67.7199
0 6822.94  11 -68.1635
0 6836.72  11 -67.7879
0 6850.5  11 -67.0456
0 6864.29  11 -66.4165
0 6878.07  11 -65.906
0 6891.85  11 -65.5474
0 6905.64  11 -65.341
0 6919.42  11 -65.2301
0 6933.2  11 -65.1706
0 6946.99  11 -65.136
0 6960.77  11 -65.4012
0 6974.56  11 -65.5067
0 6988.34  11 -65.4921
0 7002.12  11 -65.3059
0 7015.91  11 -64.8996
0 7029.69  11 -64.7185
0 7043.47  11 -64.6719
0 7057.26  11 -64.649
0 7071.04  11 -64.7
0 7084.83  11 -64.8283
0 7098.61  11 -64.8624
0 7112.39  11 -64.9105
0 7126.18  11 -64.8919
0 7139.96  11 -64.8286
0 7153.74  11 -64.7271
0 7167.53  11 -64.625
0 7181.31  11 -64.5703
0 7195.1  11 -64.5767
0 7208.88  11 -65.1042
0 7222.66  11 -64.6502
0 7236.45  11 -64.3084
0 7250.23  11 -64.2513
0 7264.01  11 -64.1126
0 7277.8  11 -63.6531
0 7291.58  11 -63.8041
0 7305.36  11 -63.2891
0 7319.15  11 -63.5559
0 7332.93  11 -64.4199
0 7346.72  11 -64.6426
0 7360.5  11 -64.5996
0 7374.28  11 -64.4466
0 7388.07  11 -64.2816
0 7401.85  11 -64.2972
0 7415.63  11 -64.3882
0 7429.42  11 -64.6269
0 7443.2  11 -64.9073
0 7456.99  11 -65.2228
0 7470.77  11 -65.5261
0 7484.55  11 -65.7785
0 7498.34  11 -66.0317
0 7512.12  11 -66.2927
0 7525.9  11 -66.6131
0 7539.69  11 -66.9652
0 7553.47  11 -67.2967
0 7567.26  11 -67.6133
0 7581.04  11 -67.8575
0 7594.82  11 -68.0301
0 7608.61  11 -68.1488
0 7622.39  11 -68.3611
0 7636.17  11 -68.6325
0 7649.96  11 -68.9202
0 7663.74  11 -68.6126
0 7677.53  11 -67.7628
0 7691.31  11 -67.1931
0 7705.09  11 -67.238
0 7718.88  11 -67.2882
0 7732.66  11 -67.3038
0 7746.44  11 -67.5076
0 7760.23  11 -67.2188
0 7774.01  11 -68.1798
0 7787.79  11 -68.6595
0 7801.58  11 -68.6539
0 7815.36  11 -68.5096
0 7829.15  11 -68.4002
0 7842.93  11 -68.3741
0 7856.71  11 -68.4264
0 7870.5  11 -68.5198
0 7884.28  11 -68.6281
0 7898.06  11 -68.7542
0 7911.85  11 -68.9233
0 7925.63  11 -69.048
0 0  12 -61.6196
0 13.7837  12 -61.5301
0 27.5674  12 -61.4489
0 41.3511  12 -61.372
0 55.1348  12 -61.2938
0 68.9185  12 -61.222
0 82.7022  12 -61.1686
0 96.486  12 -61.0987
0 110.27  12 -61.0217
0 124.053  12 -60.9238
0 137.837  12 -60.8744
0 151.621  12 -60.8207
0 165.404  12 -60.7594
0 179.188  12 -60.7026
0 192.972  12 -60.6063
0 206.756  12 -60.5693
0 220.539  12 -60.5555
0 234.323  12 -60.5207
0 248.107  12 -60.4443
0 261.89  12 -60.3019
0 275.674  12 -60.1503
0 289.458  12 -60.0823
0 303.242  12 -60.0644
0 317.025  12 -60.0627
0 330.809  12 -59.8579
0 344.593  12 -59.7725
0 358.376  12 -59.8148
0 372.16  12 -59.9431
0 385.944  12 -60.0673
0 399.728  12 -60.0208
0 413.511  12 -59.9706
0 427.295  12 -59.9247
0 441.079  12 -59.8978
0 454.862  12 -59.8832
0 468.646  12 -59.89
0 482.43  12 -59.8925
0 496.213  12 -59.8999
0 509.997  12 -59.9303
0 523.781  12 -59.9661
0 537.565  12 -60.0453
0 551.348  12 -60.1233
0 565.132  12 -60.1998
0 578.916  12 -60.2677
0 592.699  12 -60.3214
0 606.483  12 -60.3804
0 620.267  12 -60.4348
0 634.051  12 -60.4675
0 647.834  12 -60.5184
0 661.618  12 -60.5515
0 675.402  12 -60.5759
0 689.185  12 -60.5729
0 702.969  12 -60.639
0 716.753  12 -60.6964
0 730.536  12 -60.7276
0 744.32  12 -60.7863
0 758.104  12 -60.8645
0 771.888  12 -60.9491
0 785.671  12 -61.0443
0 799.455  12 -61.0866
0 813.239  12 -61.1243
0 827.022  12 -61.1242
0 840.806  12 -61.0581
0 854.59  12 -60.9264
0 868.374  12 -60.8757
0 882.157  12 -61.1699
0 895.941  12 -61.7144
0 909.725  12 -61.9349
0 923.508  12 -61.832
0 937.292  12 -61.5491
0 951.076  12 -62.5081
0 964.86  12 -62.1792
0 978.643  12 -61.8713
0 992.427  12 -61.7625
0 1006.21  12 -61.8396
0 1019.99  12 -62.0675
0 1033.78  12 -62.5732
0 1047.56  12 -62.1128
0 1061.35  12 -62.6552
0 1075.13  12 -62.5013
0 1088.91  12 -62.2858
0 1102.7  12 -62.0852
0 1116.48  12 -62.1217
0 1130.26  12 -62.1849
0 1144.05  12 -62.2429
0 1157.83  12 -62.2913
0 1171.62  12 -62.3391
0 1185.4  12 -62.3562
0 1199.18  12 -62.4167
0 1212.97  12 -62.4754
0 1226.75  12 -62.5483
0 1240.53  12 -62.6221
0 1254.32  12 -62.6716
0 1268.1  12 -62.7319
0 1281.88  12 -62.7938
0 1295.67  12 -62.8573
0 1309.45  12 -62.9225
0 1323.24  12 -62.9892
0 1337.02  12 -63.0576
0 1350.8  12 -63.1275
0 1364.59  12 -63.199
0 1378.37  12 -63.2719
0 1392.15  12 -63.3463
0 1405.94  12 -63.4221
0 1419.72  12 -63.4992
0 1433.51  12 -63.5774
0 1447.29  12 -63.6568
0 1461.07  12 -63.7372
0 1474.86  12 -63.8183
0 1488.64  12 -63.9001
0 1502.42  12 -63.9824
0 1516.21  12 -64.0648
0 1529.99  12 -64.1472
0 1543.78  12 -64.2292
0 1557.56  12 -64.3105
0 1571.34  12 -64.3907
0 1585.13  12 -64.4696
0 1598.91  12 -64.5465
0 1612.69  12 -64.621
0 1626.48  12 -64.6926
0 1640.26  12 -64.7608
0 1654.04  12 -64.8249
0 1667.83  12 -64.8845
0 1681.61  12 -64.9388
0 1695.4  12 -64.9874
0 1709.18  12 -65.0297
0 1722.96  12 -65.0652
0 1736.75  12 -65.0934
0 1750.53  12 -65.1143
0 1764.31  12 -65.1276
0 1778.1  12 -65.1335
0 1791.88  12 -65.1325
0 1805.67  12 -65.1253
0 1819.45  12 -65.1133
0 1833.23  12 -65.0982
0 1847.02  12 -65.0826
0 1860.8  12 -65.0695
0 1874.58  12 -65.0631
0 1888.37  12 -65.0679
0 1902.15  12 -65.0886
0 1915.94  12 -65.1286
0 1929.72  12 -65.1872
0 1943.5  12 -65.2545
0 1957.29  12 -65.3089
0 1971.07  12 -65.3349
0 1984.85  12 -65.3727
0 1998.64  12 -65.453
0 2012.42  12 -65.5411
0 2026.2  12 -65.6472
0 2039.99  12 -65.6844
0 2053.77  12 -65.6497
0 2067.56  12 -65.5989
0 2081.34  12 -65.5741
0 2095.12  12 -65.5555
0 2108.91  12 -65.4996
0 2122.69  12 -65.3727
0 2136.47  12 -65.2978
0 2150.26  12 -65.2332
