0 0  0 -85.4038
0 2164.04  12 -65.0041
0 2177.83  12 -64.8077
0 2191.61  12 -64.4355
0 2205.39  12 -64.0396
0 2219.18  12 -63.9415
0 2232.96  12 -63.745
0 2246.74  12 -63.6676
0 2260.53  12 -63.714
0 2274.31  12 -63.7498
0 2288.1  12 -63.7881
0 2301.88  12 -63.807
0 2315.66  12 -63.8496
0 2329.45  12 -63.9499
0 2343.23  12 -64.0183
0 2357.01  12 -64.035
0 2370.8  12 -63.9998
0 2384.58  12 -63.9112
0 2398.37  12 -63.7929
0 2412.15  12 -63.6545
0 2425.93  12 -63.4443
0 2439.72  12 -63.1241
0 2453.5  12 -62.7868
0 2467.28  12 -62.5085
0 2481.07  12 -62.4012
0 2494.85  12 -62.4147
0 2508.63  12 -62.3502
0 2522.42  12 -62.0993
0 2536.2  12 -61.8319
0 2549.99  12 -62.3158
0 2563.77  12 -62.5796
0 2577.55  12 -62.7007
0 2591.34  12 -62.7157
0 2605.12  12 -62.7294
0 2618.9  12 -62.4678
0 2632.69  12 -62.2028
0 2646.47  12 -61.9998
0 2660.26  12 -61.6115
0 2674.04  12 -61.2079
0 2687.82  12 -60.7723
0 2701.61  12 -60.3397
0 2715.39  12 -60.1802
0 2729.17  12 -59.9945
0 2742.96  12 -59.7568
0 2756.74  12 -59.586
0 2770.53  12 -59.4373
0 2784.31  12 -59.2927
0 2798.09  12 -59.1113
0 2811.88  12 -58.5376
0 2825.66  12 -57.8468
0 2839.44  12 -57.0607
0 2853.23  12 -56.3304
0 2867.01  12 -55.9287
0 2880.79  12 -55.3689
0 2894.58  12 -54.9364
0 2908.36  12 -54.7136
0 2922.15  12 -54.5538
0 2935.93  12 -54.3313
0 2949.71  12 -54.0206
0 2963.5  12 -53.4334
0 2977.28  12 -52.8834
0 2991.06  12 -52.3075
0 3004.85  12 -51.5575
0 3018.63  12 -50.3632
0 3032.42  12 -49.3899
0 3046.2  12 -48.9678
0 3059.98  12 -48.9498
0 3073.77  12 -49.2055
0 3087.55  12 -49.7294
0 3101.33  12 -49.7804
0 3115.12  12 -49.3943
0 3128.9  12 -48.4764
0 3142.69  12 -47.604
0 3156.47  12 -47.3584
0 3170.25  12 -48.4216
0 3184.04  12 -48.2731
0 3197.82  12 -46.3559
0 3211.6  12 -48.2886
0 3225.39  12 -47.062
0 3239.17  12 -48.0549
0 3252.95  12 -49.058
0 3266.74  12 -48.0821
0 3280.52  12 -47.6058
0 3294.31  12 -47.9674
0 3308.09  12 -47.6345
0 3321.87  12 -47.1266
0 3335.66  12 -47.734
0 3349.44  12 -50.9516
0 3363.22  12 -51.1332
0 3377.01  12 -46.3072
0 3390.79  12 -47.5663
0 3404.58  12 -47.0234
0 3418.36  12 -47.4075
0 3432.14  12 -48.1188
0 3445.93  12 -48.2917
0 3459.71  12 -48.4746
0 3473.49  12 -48.2003
0 3487.28  12 -48.058
0 3501.06  12 -48.378
0 3514.85  12 -48.5383
0 3528.63  12 -48.2515
0 3542.41  12 -47.8812
0 3556.2  12 -47.5097
0 3569.98  12 -47.4358
0 3583.76  12 -47.7263
0 3597.55  12 -47.3673
0 3611.33  12 -48.0271
0 3625.12  12 -46.8922
0 3638.9  12 -46.342
0 3652.68  12 -46.7341
0 3666.47  12 -45.2487
0 3680.25  12 -43.867
0 3694.03  12 -42.2346
0 3707.82  12 -41.0727
0 3721.6  12 -38.9387
0 3735.38  12 -36.9452
0 3749.17  12 -35.5425
0 3762.95  12 -32.6742
0 3776.74  12 -29.8065
0 3790.52  12 -28.0495
0 3804.3  12 -26.5109
0 3818.09  12 -25.8104
0 3831.87  12 -26.3916
0 3845.65  12 -28.6329
0 3859.44  12 -27.123
0 3873.22  12 -22.293
0 3887.01  12 -20.7651
0 3900.79  12 -18.1268
0 3914.57  12 -19.0263
0 3928.36  12 -19.5694
0 3942.14  12 -22.818
0 3955.92  12 -16.9757
0 3969.71  12 -13.9502
0 3983.49  12 -14.2117
0 3997.28  12 -14.8083
0 4011.06  12 -14.6607
0 4024.84  12 -15.8658
0 4038.63  12 -23.309
0 4052.41  12 -46.7634
0 4066.19  12 -32.5631
0 4079.98  12 -29.3245
0 4093.76  12 -28.2861
0 4107.54  12 -28.0854
0 4121.33  12 -28.2708
0 4135.11  12 -28.5853
0 4148.9  12 -29.0164
0 4162.68  12 -29.505
0 4176.46  12 -30.0414
0 4190.25  12 -30.5759
0 4204.03  12 -31.1075
0 4217.81  12 -31.6308
0 4231.6  12 -32.117
0 4245.38  12 -32.6114
0 4259.17  12 -33.0982
0 4272.95  12 -33.5645
0 4286.73  12 -34.0125
0 4300.52  12 -34.4367
0 4314.3  12 -34.8796
0 4328.08  12 -35.285
0 4341.87  12 -35.687
0 4355.65  12 -36.0987
0 4369.44  12 -36.4972
0 4383.22  12 -36.8978
0 4397  12 -37.281
0 4410.79  12 -37.6276
0 4424.57  12 -37.9739
0 4438.35  12 -38.3282
0 4452.14  12 -38.6911
0 4465.92  12 -39.1725
0 4479.7  12 -39.5418
0 4493.49  12 -39.9078
0 4507.27  12 -40.3005
0 4521.06  12 -40.6607
0 4534.84  12 -41.0456
0 4548.62  12 -41.3845
0 4562.41  12 -41.7339
0 4576.19  12 -42.0742
0 4589.97  12 -42.4098
0 4603.76  12 -42.7778
0 4617.54  12 -43.1665
0 4631.33  12 -43.5525
0 4645.11  12 -43.9243
0 4658.89  12 -44.2542
0 4672.68  12 -44.554
0 4686.46  12 -44.8705
0 4700.24  12 -45.1761
0 4714.03  12 -45.5427
0 4727.81  12 -45.8913
0 4741.6  12 -46.2029
0 4755.38  12 -46.5328
0 4769.16  12 -46.8264
0 4782.95  12 -47.1383
0 4796.73  12 -47.4369
0 4810.51  12 -48.3775
0 4824.3  12 -48.8407
0 4838.08  12 -49.7365
0 4851.87  12 -50.3966
0 4865.65  12 -50.7001
0 4879.43  12 -50.8012
0 4893.22  12 -50.6461
0 4907  12 -50.6828
0 4920.78  12 -50.5444
0 4934.57  12 -50.4907
0 4948.35  12 -50.3758
0 4962.13  12 -50.1138
0 4975.92  12 -49.8284
0 4989.7  12 -49.6801
0 5003.49  12 -49.6112
0 5017.27  12 -49.6321
0 5031.05  12 -49.5137
0 5044.84  12 -49.238
0 5058.62  12 -48.9541
0 5072.4  12 -48.6691
0 5086.19  12 -48.4426
0 5099.97  12 -48.2723
0 5113.76  12 -48.3964
0 5127.54  12 -48.41
0 5141.32  12 -48.225
0 5155.11  12 -47.718
0 5168.89  12 -46.9265
0 5182.67  12 -46.7667
0 5196.46  12 -46.7863
0 5210.24  12 -47.2554
0 5224.03  12 -47.4711
0 5237.81  12 -47.8492
0 5251.59  12 -47.8374
0 5265.38  12 -46.9952
0 5279.16  12 -45.8526
0 5292.94  12 -45.4373
0 5306.73  12 -45.8611
0 5320.51  12 -46.5684
0 5334.29  12 -47.4016
0 5348.08  12 -47.584
0 5361.86  12 -46.4273
0 5375.65  12 -45.1804
0 5389.43  12 -44.5296
0 5403.21  12 -44.7375
0 5417  12 -45.7125
0 5430.78  12 -46.6806
0 5444.56  12 -47.529
0 5458.35  12 -43.673
0 5472.13  12 -41.5426
0 5485.92  12 -41.9426
0 5499.7  12 -41.9616
0 5513.48  12 -41.8993
0 5527.27  12 -41.4235
0 5541.05  12 -42.3513
0 5554.83  12 -44.2137
0 5568.62  12 -45.4846
0 5582.4  12 -46.3279
0 5596.19  12 -47.0442
0 5609.97  12 -47.7088
0 5623.75  12 -49.5539
0 5637.54  12 -49.5809
0 5651.32  12 -48.3051
0 5665.1  12 -47.1012
0 5678.89  12 -46.5004
0 5692.67  12 -46.0609
0 5706.45  12 -45.5564
0 5720.24  12 -44.704
0 5734.02  12 -43.9421
0 5747.81  12 -43.4826
0 5761.59  12 -43.2634
0 5775.37  12 -43.1672
0 5789.16  12 -43.2316
0 5802.94  12 -43.4459
0 5816.72  12 -43.8837
0 5830.51  12 -44.3837
0 5844.29  12 -45.0374
0 5858.08  12 -45.7338
0 5871.86  12 -46.4965
0 5885.64  12 -47.2568
0 5899.43  12 -48.0127
0 5913.21  12 -49.1278
0 5926.99  12 -50.1323
0 5940.78  12 -51.2622
0 5954.56  12 -52.1839
0 5968.35  12 -52.8124
0 5982.13  12 -53.4239
0 5995.91  12 -54.0126
0 6009.7  12 -54.4619
0 6023.48  12 -54.8573
0 6037.26  12 -55.2405
0 6051.05  12 -55.6285
0 6064.83  12 -56.2566
0 6078.61  12 -56.8606
0 6092.4  12 -57.3659
0 6106.18  12 -58.3206
0 6119.97  12 -59.2304
0 6133.75  12 -60.217
0 6147.53  12 -61.1567
0 6161.32  12 -61.7996
0 6175.1  12 -62.1189
0 6188.88  12 -62.5069
0 6202.67  12 -63.0103
0 6216.45  12 -63.9796
0 6230.24  12 -65.014
0 6244.02  12 -66.3767
0 6257.8  12 -67.9073
0 6271.59  12 -69.6363
0 6285.37  12 -70.5677
0 6299.15  12 -71.7075
0 6312.94  12 -74.9504
0 6326.72  12 -74.129
0 6340.51  12 -73.6251
0 6354.29  12 -73.0207
0 6368.07  12 -73.3031
0 6381.86  12 -73.552
0 6395.64  12 -73.5668
0 6409.42  12 -73.1905
0 6423.21  12 -72.8723
0 6436.99  12 -72.6785
0 6450.78  12 -72.3842
0 6464.56  12 -71.2432
0 6478.34  12 -70.0184
0 6492.13  12 -68.7521
0 6505.91  12 -69.23
0 6519.69  12 -69.4937
0 6533.48  12 -68.8294
0 6547.26  12 -68.6489
0 6561.04  12 -68.9703
0 6574.83  12 -69.5069
0 6588.61  12 -69.6397
0 6602.4  12 -68.8216
0 6616.18  12 -67.2837
0 6629.96  12 -66.2308
0 6643.75  12 -65.4565
0 6657.53  12 -67.4851
0 6671.31  12 -65.2004
0 6685.1  12 -64.7126
0 6698.88  12 -64.7921
0 6712.67  12 -65.4821
0 6726.45  12 -64.9672
0 6740.23  12 -63.769
0 6754.02  12 -62.8924
0 6767.8  12 -63.6103
0 6781.58  12 -64.9457
0 6795.37  12 -66.0055
0 6809.15  12 -66.9156
0 6822.94  12 -67.2244
0 6836.72  12 -67.5758
0 6850.5  12 -67.4908
0 6864.29  12 -67.1046
0 6878.07  12 -66.6069
0 6891.85  12 -66.1042
0 6905.64  12 -65.7037
0 6919.42  12 -65.4314
0 6933.2  12 -65.2563
0 6946.99  12 -65.1435
0 6960.77  12 -65.1271
0 6974.56  12 -64.9807
0 6988.34  12 -64.7799
0 7002.12  12 -64.6567
0 7015.91  12 -64.5532
0 7029.69  12 -64.7775
0 7043.47  12 -64.7202
0 7057.26  12 -64.6802
0 7071.04  12 -64.6566
0 7084.83  12 -64.7677
0 7098.61  12 -64.8724
0 7112.39  12 -64.875
0 7126.18  12 -64.765
0 7139.96  12 -64.6902
0 7153.74  12 -64.6183
0 7167.53  12 -64.5902
0 7181.31  12 -64.5677
0 7195.1  12 -64.5113
0 7208.88  12 -64.5308
0 7222.66  12 -64.4108
0 7236.45  12 -64.6677
0 7250.23  12 -64.75
0 7264.01  12 -63.1056
0 7277.8  12 -63.6863
0 7291.58  12 -63.8394
0 7305.36  12 -64.1965
0 7319.15  12 -63.6405
0 7332.93  12 -64.0355
0 7346.72  12 -64.6071
0 7360.5  12 -64.9022
0 7374.28  12 -64.6112
0 7388.07  12 -64.2895
0 7401.85  12 -64.1188
0 7415.63  12 -64.1186
0 7429.42  12 -64.2366
0 7443.2  12 -64.4582
0 7456.99  12 -64.6296
0 7470.77  12 -64.816
0 7484.55  12 -64.9817
0 7498.34  12 -65.1814
0 7512.12  12 -65.5136
0 7525.9  12 -65.9146
0 7539.69  12 -66.2376
0 7553.47  12 -66.55
0 7567.26  12 -66.7518
0 7581.04  12 -66.9338
0 7594.82  12 -67.1385
0 7608.61  12 -67.431
0 7622.39  12 -67.8313
0 7636.17  12 -68.0967
0 7649.96  12 -68.3596
0 7663.74  12 -67.5965
0 7677.53  12 -66.8855
0 7691.31  12 -66.3961
0 7705.09  12 -67.0401
0 7718.88  12 -66.3864
0 7732.66  12 -67.0163
0 7746.44  12 -67.497
0 7760.23  12 -67.1509
0 7774.01  12 -67.1503
0 7787.79  12 -67.9735
0 7801.58  12 -68.389
0 7815.36  12 -68.4428
0 7829.15  12 -68.3313
0 7842.93  12 -68.2375
0 7856.71  12 -68.1863
0 7870.5  12 -68.1854
0 7884.28  12 -68.2218
0 7898.06  12 -68.2961
0 7911.85  12 -68.3534
0 7925.63  12 -68.37
0 0  13 -61.0233
0 13.7837  13 -60.9467
0 27.5674  13 -60.8745
0 41.3511  13 -60.8123
0 55.1348  13 -60.7497
0 68.9185  13 -60.6967
0 82.7022  13 -60.636
0 96.486  13 -60.5685
0 110.27  13 -60.4831
0 124.053  13 -60.4246
0 137.837  13 -60.3753
0 151.621  13 -60.3251
0 165.404  13 -60.264
0 179.188  13 -60.21
0 192.972  13 -60.1838
0 206.756  13 -60.1657
0 220.539  13 -60.1165
0 234.323  13 -60.0318
0 248.107  13 -59.8981
0 261.89  13 -59.7623
0 275.674  13 -59.7119
0 289.458  13 -59.7036
0 303.242  13 -59.7158
0 317.025  13 -59.6778
0 330.809  13 -59.6559
0 344.593  13 -59.7674
0 358.376  13 -59.8793
0 372.16  13 -59.7806
0 385.944  13 -59.8586
0 399.728  13 -59.6881
0 413.511  13 -59.6592
0 427.295  13 -59.6512
0 441.079  13 -59.6558
0 454.862  13 -59.6809
0 468.646  13 -59.7146
0 482.43  13 -59.7508
0 496.213  13 -59.8127
0 509.997  13 -59.8663
0 523.781  13 -59.9384
0 537.565  13 -60.0174
0 551.348  13 -60.0831
0 565.132  13 -60.1646
0 578.916  13 -60.2506
0 592.699  13 -60.3359
0 606.483  13 -60.4144
0 620.267  13 -60.4664
0 634.051  13 -60.5267
0 647.834  13 -60.581
0 661.618  13 -60.6383
0 675.402  13 -60.7087
0 689.185  13 -60.7895
0 702.969  13 -60.9208
0 716.753  13 -60.9951
0 730.536  13 -61.0631
0 744.32  13 -61.17
0 758.104  13 -61.2575
0 771.888  13 -61.2894
0 785.671  13 -61.3358
0 799.455  13 -61.3126
0 813.239  13 -61.2778
0 827.022  13 -61.1968
0 840.806  13 -61.1191
0 854.59  13 -61.1138
0 868.374  13 -61.3846
0 882.157  13 -61.9547
0 895.941  13 -62.0179
0 909.725  13 -62.0225
0 923.508  13 -62.2377
0 937.292  13 -61.9333
0 951.076  13 -61.8536
0 964.86  13 -61.7847
0 978.643  13 -61.5152
0 992.427  13 -61.9782
0 1006.21  13 -62.0627
0 1019.99  13 -61.8037
0 1033.78  13 -62.4243
0 1047.56  13 -62.3968
0 1061.35  13 -62.5258
0 1075.13  13 -62.5894
0 1088.91  13 -62.4792
0 1102.7  13 -62.1953
0 1116.48  13 -62.2346
0 1130.26  13 -62.2951
0 1144.05  13 -62.3277
0 1157.83  13 -62.3729
0 1171.62  13 -62.4385
0 1185.4  13 -62.4917
0 1199.18  13 -62.5969
0 1212.97  13 -62.6563
0 1226.75  13 -62.7115
0 1240.53  13 -62.7672
0 1254.32  13 -62.8035
0 1268.1  13 -62.8707
0 1281.88  13 -62.9392
0 1295.67  13 -63.009
0 1309.45  13 -63.0801
0 1323.24  13 -63.1525
0 1337.02  13 -63.226
0 1350.8  13 -63.3006
0 1364.59  13 -63.3762
0 1378.37  13 -63.4527
0 1392.15  13 -63.5299
0 1405.94  13 -63.6077
0 1419.72  13 -63.686
0 1433.51  13 -63.7645
0 1447.29  13 -63.843
0 1461.07  13 -63.9213
0 1474.86  13 -63.9991
0 1488.64  13 -64.0762
0 1502.42  13 -64.1523
0 1516.21  13 -64.2269
0 1529.99  13 -64.2997
0 1543.78  13 -64.3703
0 1557.56  13 -64.4382
0 1571.34  13 -64.5031
0 1585.13  13 -64.5645
0 1598.91  13 -64.6218
0 1612.69  13 -64.6746
0 1626.48  13 -64.7224
0 1640.26  13 -64.7647
0 1654.04  13 -64.8012
0 1667.83  13 -64.8314
0 1681.61  13 -64.8551
0 1695.4  13 -64.8719
0 1709.18  13 -64.8819
0 1722.96  13 -64.8852
0 1736.75  13 -64.8818
0 1750.53  13 -64.8724
0 1764.31  13 -64.8576
0 1778.1  13 -64.8385
0 1791.88  13 -64.8164
0 1805.67  13 -64.7931
0 1819.45  13 -64.7707
0 1833.23  13 -64.7519
0 1847.02  13 -64.7397
0 1860.8  13 -64.7373
0 1874.58  13 -64.7481
0 1888.37  13 -64.7743
0 1902.15  13 -64.8161
0 1915.94  13 -64.8694
0 1929.72  13 -64.9229
0 1943.5  13 -64.9596
0 1957.29  13 -64.9708
0 1971.07  13 -64.9871
0 1984.85  13 -65.0395
0 1998.64  13 -65.058
0 2012.42  13 -65.0478
0 2026.2  13 -65.0552
0 2039.99  13 -65.0543
0 2053.77  13 -65.0074
0 2067.56  13 -64.9935
0 2081.34  13 -64.9504
0 2095.12  13 -64.9848
0 2108.91  13 -64.9568
0 2122.69  13 -64.8336
0 2136.47  13 -64.7906
0 2150.26  13 -64.8244
0 2164.04  13 -64.4607
0 2177.83  13 -63.9898
0 2191.61  13 -63.5362
0 2205.39  13 -63.3149
0 2219.18  13 -63.2243
0 2232.96  13 -63.194
0 2246.74  13 -63.3017
0 2260.53  13 -63.3598
0 2274.31  13 -63.3639
0 2288.1  13 -63.3873
0 2301.88  13 -63.3956
0 2315.66  13 -63.4091
0 2329.45  13 -63.4475
0 2343.23  13 -63.3975
0 2357.01  13 -63.3349
0 2370.8  13 -63.2131
0 2384.58  13 -63.0711
0 2398.37  13 -62.8737
0 2412.15  13 -62.6354
0 2425.93  13 -62.3482
0 2439.72  13 -62.0377
0 2453.5  13 -61.8001
0 2467.28  13 -61.7101
0 2481.07  13 -61.7789
0 2494.85  13 -61.6999
0 2508.63  13 -61.5978
0 2522.42  13 -61.6552
0 2536.2  13 -61.6157
0 2549.99  13 -61.7525
0 2563.77  13 -61.7503
0 2577.55  13 -61.9138
0 2591.34  13 -61.8998
0 2605.12  13 -61.8949
0 2618.9  13 -61.6137
0 2632.69  13 -61.3736
0 2646.47  13 -61.1571
0 2660.26  13 -60.7602
0 2674.04  13 -60.2589
0 2687.82  13 -59.8265
0 2701.61  13 -59.4575
0 2715.39  13 -59.2719
0 2729.17  13 -59.0341
0 2742.96  13 -58.8483
0 2756.74  13 -58.6953
0 2770.53  13 -58.4776
0 2784.31  13 -58.2238
0 2798.09  13 -57.9465
0 2811.88  13 -57.232
0 2825.66  13 -56.389
0 2839.44  13 -55.6771
0 2853.23  13 -55.0884
0 2867.01  13 -54.6595
0 2880.79  13 -54.274
0 2894.58  13 -53.9961
0 2908.36  13 -53.7453
0 2922.15  13 -53.4289
0 2935.93  13 -53.1806
0 2949.71  13 -52.8142
0 2963.5  13 -52.3905
0 2977.28  13 -51.7985
0 2991.06  13 -51.293
0 3004.85  13 -50.5733
0 3018.63  13 -49.6979
0 3032.42  13 -49.1333
0 3046.2  13 -49.0106
0 3059.98  13 -49.1693
0 3073.77  13 -49.5698
0 3087.55  13 -49.7542
0 3101.33  13 -49.1531
0 3115.12  13 -48.1574
0 3128.9  13 -47.2916
0 3142.69  13 -47.1074
0 3156.47  13 -47.8801
0 3170.25  13 -48.4218
0 3184.04  13 -47.0775
0 3197.82  13 -48.8829
0 3211.6  13 -47.8325
0 3225.39  13 -48.5044
0 3239.17  13 -51.0225
0 3252.95  13 -49.5554
0 3266.74  13 -49.0347
0 3280.52  13 -47.8373
0 3294.31  13 -47.5527
0 3308.09  13 -47.344
0 3321.87  13 -47.5338
0 3335.66  13 -49.894
0 3349.44  13 -56.5893
0 3363.22  13 -47.4089
0 3377.01  13 -44.9563
0 3390.79  13 -45.4678
0 3404.58  13 -46.5136
0 3418.36  13 -46.5485
0 3432.14  13 -46.384
0 3445.93  13 -46.4354
0 3459.71  13 -46.461
0 3473.49  13 -46.87
0 3487.28  13 -46.6522
0 3501.06  13 -47.2307
0 3514.85  13 -47.2172
0 3528.63  13 -47.0841
0 3542.41  13 -47.097
0 3556.2  13 -47.0574
0 3569.98  13 -47.0331
0 3583.76  13 -46.7774
0 3597.55  13 -46.4652
0 3611.33  13 -45.6292
0 3625.12  13 -46.87
0 3638.9  13 -44.9186
0 3652.68  13 -45.1942
0 3666.47  13 -43.6708
0 3680.25  13 -42.4123
0 3694.03  13 -40.594
0 3707.82  13 -39.1458
0 3721.6  13 -38.0972
0 3735.38  13 -35.4061
0 3749.17  13 -34.5768
0 3762.95  13 -31.5838
0 3776.74  13 -29.1086
0 3790.52  13 -27.4807
0 3804.3  13 -26.4014
0 3818.09  13 -26.2727
0 3831.87  13 -27.104
0 3845.65  13 -29.131
0 3859.44  13 -25.5812
0 3873.22  13 -20.7112
0 3887.01  13 -23.7211
0 3900.79  13 -22.8196
0 3914.57  13 -17.217
0 3928.36  13 -20.188
0 3942.14  13 -23.0769
0 3955.92  13 -20.8958
0 3969.71  13 -14.336
0 3983.49  13 -13.0356
0 3997.28  13 -18.8463
0 4011.06  13 -19.0855
0 4024.84  13 -15.3349
0 4038.63  13 -19.2981
0 4052.41  13 -35.1693
0 4066.19  13 -35.5534
0 4079.98  13 -31.0318
0 4093.76  13 -29.2154
0 4107.54  13 -28.7917
0 4121.33  13 -28.7586
0 4135.11  13 -28.9102
0 4148.9  13 -29.1596
0 4162.68  13 -29.4848
0 4176.46  13 -29.8659
0 4190.25  13 -30.2834
0 4204.03  13 -30.7311
0 4217.81  13 -31.2125
0 4231.6  13 -31.6584
0 4245.38  13 -32.112
0 4259.17  13 -32.5551
0 4272.95  13 -32.9872
0 4286.73  13 -33.4138
0 4300.52  13 -33.8227
0 4314.3  13 -34.2495
0 4328.08  13 -34.6371
0 4341.87  13 -35.0384
0 4355.65  13 -35.4221
0 4369.44  13 -35.7995
0 4383.22  13 -36.181
0 4397  13 -36.5568
0 4410.79  13 -36.8966
0 4424.57  13 -37.2395
0 4438.35  13 -37.5672
0 4452.14  13 -37.9178
0 4465.92  13 -38.3652
0 4479.7  13 -38.741
0 4493.49  13 -39.162
0 4507.27  13 -39.5179
0 4521.06  13 -39.8663
0 4534.84  13 -40.2314
0 4548.62  13 -40.5849
0 4562.41  13 -40.9371
0 4576.19  13 -41.2629
0 4589.97  13 -41.5989
0 4603.76  13 -41.9374
0 4617.54  13 -42.3007
0 4631.33  13 -42.668
0 4645.11  13 -43.0463
0 4658.89  13 -43.3783
0 4672.68  13 -43.6966
0 4686.46  13 -43.9967
0 4700.24  13 -44.3024
0 4714.03  13 -44.6419
0 4727.81  13 -44.9687
0 4741.6  13 -45.3129
0 4755.38  13 -45.6213
0 4769.16  13 -45.9281
0 4782.95  13 -46.2292
0 4796.73  13 -46.5344
0 4810.51  13 -47.4095
0 4824.3  13 -48.353
0 4838.08  13 -48.9526
0 4851.87  13 -49.5779
0 4865.65  13 -49.8587
0 4879.43  13 -49.8316
0 4893.22  13 -50.0143
0 4907  13 -50.0369
0 4920.78  13 -49.8184
0 4934.57  13 -49.652
0 4948.35  13 -49.4406
0 4962.13  13 -49.4131
0 4975.92  13 -49.4108
0 4989.7  13 -49.3017
0 5003.49  13 -49.2415
0 5017.27  13 -49.1354
0 5031.05  13 -49.0449
0 5044.84  13 -48.8939
0 5058.62  13 -48.7378
0 5072.4  13 -48.5847
0 5086.19  13 -48.375
0 5099.97  13 -48.2128
0 5113.76  13 -48.0953
0 5127.54  13 -47.9615
0 5141.32  13 -47.6923
0 5155.11  13 -47.5052
0 5168.89  13 -47.354
0 5182.67  13 -47.2617
0 5196.46  13 -47.016
0 5210.24  13 -47.0138
0 5224.03  13 -46.8847
0 5237.81  13 -46.5598
0 5251.59  13 -46.4934
0 5265.38  13 -45.9049
0 5279.16  13 -46.1584
0 5292.94  13 -46.0106
0 5306.73  13 -45.7669
0 5320.51  13 -45.4173
0 5334.29  13 -45.3969
0 5348.08  13 -45.4641
0 5361.86  13 -45.5014
0 5375.65  13 -45.6758
0 5389.43  13 -45.7298
0 5403.21  13 -45.5749
0 5417  13 -45.2118
0 5430.78  13 -45.6286
0 5444.56  13 -45.5769
0 5458.35  13 -44.0454
0 5472.13  13 -45.5729
0 5485.92  13 -43.3465
0 5499.7  13 -42.3618
0 5513.48  13 -42.4366
0 5527.27  13 -40.9801
0 5541.05  13 -40.6222
0 5554.83  13 -41.2571
0 5568.62  13 -42.3886
0 5582.4  13 -43.1614
0 5596.19  13 -44.1063
0 5609.97  13 -45.2918
0 5623.75  13 -46.9532
0 5637.54  13 -48.0867
0 5651.32  13 -48.5269
0 5665.1  13 -47.9785
0 5678.89  13 -46.9029
0 5692.67  13 -46.5737
0 5706.45  13 -46.2787
0 5720.24  13 -45.5932
0 5734.02  13 -44.7949
0 5747.81  13 -44.1365
0 5761.59  13 -43.6117
0 5775.37  13 -43.2688
0 5789.16  13 -43.1537
0 5802.94  13 -43.1844
0 5816.72  13 -43.4284
0 5830.51  13 -43.8147
0 5844.29  13 -44.2959
0 5858.08  13 -44.8735
0 5871.86  13 -45.4952
0 5885.64  13 -46.1887
0 5899.43  13 -46.8759
0 5913.21  13 -47.9591
0 5926.99  13 -49.0153
0 5940.78  13 -50.0407
0 5954.56  13 -50.9368
0 5968.35  13 -51.488
0 5982.13  13 -52.1065
0 5995.91  13 -52.6469
0 6009.7  13 -53.1095
0 6023.48  13 -53.535
0 6037.26  13 -53.9464
0 6051.05  13 -54.3347
0 6064.83  13 -54.8626
0 6078.61  13 -55.4082
0 6092.4  13 -55.9967
0 6106.18  13 -56.9479
0 6119.97  13 -58.2267
0 6133.75  13 -59.2342
0 6147.53  13 -60.1017
0 6161.32  13 -60.8321
0 6175.1  13 -61.0888
0 6188.88  13 -61.5233
0 6202.67  13 -62.1041
0 6216.45  13 -62.9394
0 6230.24  13 -63.7211
0 6244.02  13 -64.6957
0 6257.8  13 -66.216
0 6271.59  13 -68.1368
0 6285.37  13 -69.5933
0 6299.15  13 -70.7917
0 6312.94  13 -73.6633
0 6326.72  13 -71.2497
0 6340.51  13 -71.7117
0 6354.29  13 -73.4368
0 6368.07  13 -71.7453
0 6381.86  13 -72.3025
0 6395.64  13 -71.8945
0 6409.42  13 -71.6264
0 6423.21  13 -71.5887
0 6436.99  13 -71.3201
0 6450.78  13 -71.1397
0 6464.56  13 -70.2542
0 6478.34  13 -69.1264
0 6492.13  13 -68.4863
0 6505.91  13 -68.6361
0 6519.69  13 -67.9023
0 6533.48  13 -69.0473
0 6547.26  13 -68.4747
0 6561.04  13 -67.7569
0 6574.83  13 -67.6559
0 6588.61  13 -67.6401
0 6602.4  13 -67.3673
0 6616.18  13 -66.4397
0 6629.96  13 -65.7856
0 6643.75  13 -65.6647
0 6657.53  13 -66.0734
0 6671.31  13 -65.0213
0 6685.1  13 -65.5844
0 6698.88  13 -64.8255
0 6712.67  13 -64.9602
0 6726.45  13 -65.551
0 6740.23  13 -65.257
0 6754.02  13 -63.7958
0 6767.8  13 -62.8107
0 6781.58  13 -62.9006
0 6795.37  13 -64.0519
0 6809.15  13 -64.8505
0 6822.94  13 -65.4782
0 6836.72  13 -66.0792
0 6850.5  13 -66.772
0 6864.29  13 -66.9538
0 6878.07  13 -66.8255
0 6891.85  13 -66.4887
0 6905.64  13 -66.055
0 6919.42  13 -65.6654
0 6933.2  13 -65.3688
0 6946.99  13 -65.157
0 6960.77  13 -65.209
0 6974.56  13 -65.0792
0 6988.34  13 -65.0581
0 7002.12  13 -64.9237
0 7015.91  13 -64.6164
0 7029.69  13 -64.5248
0 7043.47  13 -64.493
0 7057.26  13 -64.3863
0 7071.04  13 -64.3269
0 7084.83  13 -64.2769
0 7098.61  13 -64.3698
0 7112.39  13 -64.4994
0 7126.18  13 -64.5158
0 7139.96  13 -64.5005
0 7153.74  13 -64.4535
0 7167.53  13 -64.355
0 7181.31  13 -64.3069
0 7195.1  13 -64.2434
0 7208.88  13 -64.4221
0 7222.66  13 -64.3266
